OBJECTID,BIN,ST_NUMBER,ST_UNIT,UNIT_TYPE,PREDIR,ST_NAME,SUFFIX,POSTDIR,ZIP,STSEGID,USE_TYPE,created_user,created_date,last_edited_user,last_edited_date,MasterAddressID
13402,545116324,1215,A21,UNIT, ,WERTLAND,ST, ,22903, ,R,,,,,13402
13426,119895216,1519,A,APT, ,ROSA,TER, ,22902, ,R,,,,,13426
13932,545116324,1215,A24,UNIT, ,WERTLAND,ST, ,22903, ,R,,,,,13932
13933,545116324,1215,A31,UNIT, ,WERTLAND,ST, ,22903, ,R,,,,,13933
13988,98732421,104,A,APT, ,MORRIS PAUL,CT, ,22903, ,R,,,,,13988
13061,128106121,510,B,APT, ,CLEVELAND,AVE, ,22903, ,R,,,emerickr,2014-12-10T15:00:38.000Z,13061
13206,97511046,1405,A,APT, ,HOLLY,RD, ,22901, ,R,,,,,13206
13208,97511046,1405,B,APT, ,HOLLY,RD, ,22901, ,R,,,,,13208
13353,128986363,1612,C,UNIT, ,MONTICELLO,AVE, ,22902, ,R,,,,,13353
13372,128106121,510,A,APT, ,CLEVELAND,AVE, ,22903, ,R,,,emerickr,2014-12-10T15:00:40.000Z,13372
13517,71148620,308,1,STE, ,10TH,ST,NE,22902, , ,,,,,13517
13518,68028512,1011,B,STE, ,LITTLE HIGH,ST, ,22902, , ,,,,,13518
13698,128986363,1610,F,UNIT, ,MONTICELLO,AVE, ,22902, ,R,,,,,13698
13724,139118576,1107,A,APT, ,LITTLE HIGH,ST, ,22902, ,R,,,,,13724
13904,128986296,1604,D,UNIT, ,MONTICELLO,AVE, ,22902, ,R,,,,,13904
13917,81178981,400,A,APT, ,FAIRWAY,AVE, ,22902, ,R,,,,,13917
13923,81178981,400,B,APT, ,FAIRWAY,AVE, ,22902, ,R,,,,,13923
13926,81888975,1218,B,APT,E,JEFFERSON,ST, ,22902, ,R,,,,,13926
13404,339113993,653,A,#, ,PRESTON,PL, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:15.000Z,53494
13463,128416142,514,B,#, ,CLEVELAND,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:15.000Z,53517
13501,349114098,1600,10,#, ,GRADY,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:15.000Z,53522
13938,128416142,514,A,#, ,CLEVELAND,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:15.000Z,53695
13216,76388791,1214,, , ,LITTLE HIGH,ST, ,22902, ,R,,,,,13216
13217,76588799,1216,, , ,LITTLE HIGH,ST, ,22902, ,R,,,,,13217
13218,78408882,1017,, ,E,MARKET,ST, ,22902, ,R,,,,,13218
13219,78428914,1107,, ,E,MARKET,ST, ,22902, ,R,,,,,13219
13220,65118411,537,, , ,CAROLINE,AVE, ,22902, ,R,,,,,13220
13221,65188409,540,, , ,MEADE,AVE, ,22902, ,R,,,,,13221
13222,90109366,1400,, , ,CHESAPEAKE,ST, ,22902, ,R,,,,,13222
13223,90929417,1419,, , ,CHESAPEAKE,ST, ,22902, ,R,,,,,13223
13225,543420126,209,, , ,14TH,ST,NW,22903, ,R,,,,,13225
13226,90131670,1402,, , ,BAKER,ST, ,22903, ,R,,,,,13226
13227,117311307,1605,, , ,GROVE,RD, ,22901, ,R,,,,,13227
13228,117611303,1428,, , ,KENWOOD,LN, ,22901, ,R,,,,,13228
13230,238912900,915,, , ,LOCUST,LN, ,22901, ,R,,,,,13230
13238,139025165,901,, , ,RAYMOND,RD, ,22902, ,R,,,,,13238
13239,324813816,110,, , ,BIRDWOOD,CT, ,22903, ,R,,,,,13239
13240,325113865,807,, , ,HILLCREST,RD, ,22903, ,R,,,,,13240
13241,330913919,805,, , ,HILLCREST,RD, ,22903, ,R,,,,,13241
13242,333913930,119,, , ,BIRDWOOD,CT, ,22903, ,R,,,,,13242
13243,130086359,2710,, , ,ETON,RD, ,22903, ,R,,,,,13243
13244,129986336,2708,, , ,ETON,RD, ,22903, ,R,,,,,13244
13245,590216619,510,, , ,PARK,PLZ, ,22902, ,R,,,,,13245
13247,113084247,817,, , ,PROSPECT,AVE, ,22903, ,R,,,,,13247
13248,7862824,1216,, , ,GROVE,ST, ,22903, ,R,,,,,13248
13249,109073836,107,, , ,ELKHORN,RD, ,22903, ,R,,,,,13249
13250,244113009,919,, , ,RUGBY,RD, ,22903, ,R,,,,,13250
13251,123805612,2618,, , ,JEFFERSON PARK,CIR, ,22903, ,R,,,,,13251
13252,84119063,114,, , ,GOODMAN,ST, ,22902, , ,,,,,13252
13253,87079254,1341,, , ,CHESAPEAKE,ST, ,22902, ,R,,,,,13253
13254,43410329,2125,, , ,TARLETON,DR, ,22901, ,R,,,,,13254
13255,319813780,110,, , ,WESTWOOD,CIR, ,22903, ,R,,,,,13255
13260,85141346,217,, , ,OAK,ST, ,22902, ,R,,,,,13260
13261,606016781,403,, , ,ALTAMONT,ST, ,22902, ,R,,,,,13261
13262,95519557,310,, , ,RIVERSIDE,AVE, ,22902, ,R,,,,,13262
13263,88701572,702,, , ,1ST,ST,S,22902, ,R,,,,,13263
13264,68810652,1602,, , ,JAMESTOWN,DR, ,22901, ,R,,,,,13264
13265,83010896,1315,, , ,LESTER,DR, ,22901, ,R,,,,,13265
13266,340614089,1007,, , ,PARK,ST, ,22901, ,R,,,,,13266
13267,342714047,925,, , ,MARSHALL,ST, ,22901, ,R,,,,,13267
13268,93681992,625,, , ,RIDGE,ST, ,22902, ,R,,,,,13268
13270,63798348,1435,, ,E,HIGH,ST, ,22902, ,R,,,,,13270
13273,629516988,315,, ,E,HIGH,ST, ,22902, ,I,,,,,13273
13275,76510770,2207,, , ,WAYNE,AVE, ,22901, ,R,,,,,13275
13279,85810898,1710,, , ,YORKTOWN,DR, ,22901, ,R,,,,,13279
13280,88310928,108,, , ,HOLLY,CT, ,22901, ,R,,,,,13280
13281,96211035,1410,, , ,HOLLY,RD, ,22901, ,R,,,,,13281
13282,99211071,1700,, , ,YORKTOWN,DR, ,22901, ,R,,,,,13282
13283,105711147,1707,, , ,GALLOWAY,DR, ,22901, ,R,,,,,13283
13284,88410930,2220,, , ,WAYNE,AVE, ,22901, ,R,,,,,13284
13290,111374028,226,, , ,HARTMANS MILL,RD, ,22902, ,R,,,,,13290
13291,113364408,216,, , ,HARTMANS MILL,RD, ,22902, ,R,,,,,13291
13292,69148547,514,, , ,MEADE,AVE, ,22902, ,R,,,,,13292
13293,71318632,502,, , ,MEADE,AVE, ,22902, ,R,,,,,13293
13295,643817029,419,, , ,7TH,ST,NE,22902, , ,,,,,13295
13296,569216408,420,, , ,ALTAMONT,ST, ,22902, ,R,,,,,13296
13297,7969946,1103,, , ,CHERRY,AVE, ,22903, ,R,,,,,13297
13298,119525114,110,, , ,VILLAGE,CT, ,22903, ,R,,,,,13298
13299,442315119,904,, , ,CHARLTON,AVE, ,22903, ,R,,,,,13299
13300,348214082,102,, , ,TRIPPER,CT, ,22903, ,R,,,,,13300
13301,1444517352,924,, , ,BING,LN, ,22903, ,R,,,,,13301
13302,1454017393,608,, , ,RAINIER,RD, ,22903, ,R,,,,,13302
13322,136107087,119,B,APT, ,LONGWOOD,DR, ,22903, ,R,,,,,13322
13453,83631295,1904,38,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,13453
13668,7479557,112,9,APT, ,MONTEBELLO,CIR, ,22903, ,R,,,,,13668
13696,135497012,1004,A,APT, ,ROUGEMONT,AVE, ,22902, ,R,,,,,13696
13697,135497012,1004,B,APT, ,ROUGEMONT,AVE, ,22902, ,R,,,,,13697
13903,135006971,1000,A,APT, ,ROUGEMONT,AVE, ,22902, ,R,,,,,13903
13941,135236998,1002,A,APT, ,ROUGEMONT,AVE, ,22902, ,R,,,,,13941
13793,357814104,1033,C,#, ,PRESTON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53607
13794,357814149,730,A,#, ,MADISON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53608
13795,357814149,740,B,#, ,MADISON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53609
13796,357814149,740,C,#, ,MADISON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53610
13799,139321352,511,5,#, ,RIDGE,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53611
13800,139321352,511,3,#, ,RIDGE,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53612
13801,6984753,107,403,#, ,1ST,ST,S,22902, , ,,,PFAUTZ,2016-11-28T17:23:27.000Z,53613
13802,6984753,107,404,#, ,1ST,ST,S,22902, , ,,,PFAUTZ,2016-11-28T17:23:27.000Z,53614
13803,6984753,107,203,#, ,1ST,ST,S,22902, , ,,,PFAUTZ,2016-11-28T17:23:27.000Z,53615
13804,6984753,107,204,#, ,1ST,ST,S,22902, , ,,,PFAUTZ,2016-11-28T17:23:27.000Z,53616
13805,6984753,107,205,#, ,1ST,ST,S,22902, , ,,,PFAUTZ,2016-11-28T17:23:27.000Z,53617
13807,581116569,905,A,#, ,POPLAR,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53618
13808,589016613,411,4,#, ,ALTAMONT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53619
13810,439515145,712,B,#, ,LYONS,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53620
13811,569816420,706,A,#, ,ST CHARLES,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53621
13815,7167337,743,B,#, ,NALLE,ST, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53623
13816,80541029,307,A,#, ,PATON,ST, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53624
13817,7563649,761,B,#, ,KING,ST, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53625
13819,308713689,2114,1,#, ,IVY,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53627
13820,481415559,1931,A,#, ,THOMSON,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53628
13022,83479026,110,A3,#, ,GOODMAN,ST, ,22902, ,C,,,PFAUTZ,2016-11-28T17:23:09.000Z,53402
13024,88201822,983,B,#, ,2ND,ST,SE,22902, ,C,,,PFAUTZ,2016-11-28T17:23:09.000Z,53403
13277,752420100,534,C,#,E,MAIN,ST, ,22902, ,C,,,PFAUTZ,2016-11-28T17:23:08.000Z,53452
13305,99711080,1243,B11,#, ,CEDARS,CT, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,53460
13318,364914263,1710,30,#, ,ALLIED,ST, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:08.000Z,53466
13319,1395615932,701,A,#, ,PRESTON,AVE, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:09.000Z,53467
13336,643217043,701,210,#,E,HIGH,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:06.000Z,53473
13359,626716927,300,501,#, ,PRESTON,AVE, ,22902, ,C,,,PFAUTZ,2016-11-28T17:23:08.000Z,53483
13395,269013239,2171,9,#, ,IVY,RD, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:09.000Z,53490
13433,7751715,310,C,#, ,2ND,ST,SE,22902, ,C,,,PFAUTZ,2016-11-28T17:23:08.000Z,53502
13153,517915802,324,1,APT, ,13TH,ST,NW,22903, ,R,,,,,13153
13233,31607527,1312,B,APT, ,RIVER,RD, ,22901, ,R,,,,,13233
13234,31607527,1312,A,APT, ,RIVER,RD, ,22901, ,R,,,,,13234
13235,32417546,1100,B,APT, ,RIVER,CT, ,22901, ,R,,,,,13235
13236,32027535,1102,A,APT, ,RIVER,CT, ,22901, ,R,,,,,13236
13422,27017476,1117,B,APT, ,RIVER,CT, ,22901, ,R,,,,,13422
13473,591216723,126,A,APT, ,13TH,ST,NW,22903, ,R,,,,,13473
13621,167511965,1604,, , ,BRUCE,AVE, ,22903, ,R,,,,,13621
13622,101622796,124,, , ,STRIBLING,AVE, ,22903, ,R,,,,,13622
13623,7978919,133,, , ,PIEDMONT,AVE,N,22903, ,R,,,,,13623
13626,211212578,1863,, , ,FENDALL,AVE, ,22903, ,R,,,,,13626
13628,360114214,104,, , ,BOLLINGWOOD,RD, ,22903, ,R,,,,,13628
13641,1479930,2410,, , ,HILLWOOD,PL, ,22901, ,R,,,,,13641
13643,8068973,335,, , ,6TH,ST,SW,22903, ,R,,,,,13643
13645,97959682,1613,, ,E,MARKET,ST, ,22902, ,R,,,,,13645
13646,367914312,113,, , ,CAMERON,LN, ,22903, ,R,,,,,13646
13648,116764766,976,, , ,ROCK CREEK,RD, ,22903, ,R,,,,,13648
13650,552316234,618,, , ,PARK,LN,E ,22902, ,R,,,,,13650
13654,26210084,105,, , ,GREENBRIER,TER, ,22901, ,R,,,,,13654
13655,29510121,2218,, , ,GREENBRIER,DR, ,22901, ,R,,,,,13655
13656,31910193,2135,, , ,TARLETON,DR, ,22901, ,R,,,,,13656
13657,468215408,343,, , ,15TH,ST,NW,22903, ,R,,,,,13657
13658,98942432,723,, , ,ORANGEDALE,AVE, ,22903, ,R,,,,,13658
13659,236712916,1437,, , ,RUGBY,AVE, ,22903, ,R,,,,,13659
13660,247513035,1438,, , ,RUGBY,AVE, ,22903, ,R,,,,,13660
13662,126625879,929,, , ,RIVES,ST, ,22902, ,R,,,,,13662
13664,62138293,605,, , ,GROVE,AVE, ,22902, ,R,,,,,13664
13665,64728402,539,, , ,CAROLINE,AVE, ,22902, ,R,,,,,13665
13666,474015585,717,, , ,LYONS COURT,LN, ,22902, ,R,,,,,13666
13667,71488636,1108,, , ,LITTLE HIGH,ST, ,22902, ,R,,,,,13667
13670,77158820,1302,, , ,LITTLE HIGH,ST, ,22902, ,R,,,,,13670
13146,1436919616,225,301,APT, ,14TH,ST,NW,22903, ,R,,,,,13146
13147,1436919616,225,302,APT, ,14TH,ST,NW,22903, ,R,,,,,13147
13188,610216800,1223,, ,W,MAIN,ST, ,22903, ,I,,,emerickr,2014-10-16T20:05:41.000Z,13188
13189,621816883,1003,, ,W,MAIN,ST, ,22903, ,C,,,emerickr,2014-10-16T20:05:42.000Z,13189
13538,130186361,2522,B,APT, ,NAYLOR,ST, ,22903, ,R,,,,,13538
13548,632216987,909,101,STE,W,MAIN,ST, ,22903, ,C,,,emerickr,2014-10-16T20:05:41.000Z,13548
13652,1436919616,225,401,APT, ,14TH,ST,NW,22903, ,R,,,,,13652
13663,630616953,1001,, ,W,MAIN,ST, ,22903, ,C,,,emerickr,2014-10-16T20:05:42.000Z,13663
13695,1436919616,225,403,APT, ,14TH,ST,NW,22903, ,R,,,,,13695
13809,1436919616,225,202,APT, ,14TH,ST,NW,22903, ,R,,,,,13809
13363,132766975,1002,108,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53486
13975,654117081,731,, ,W,MAIN,ST, ,22903, , ,,,emerickr,2014-10-16T20:05:41.000Z,13975
13821,714011716,914,202,#,E,JEFFERSON,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:23.000Z,53629
13822,71408641,902,201,#,E,JEFFERSON,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:23.000Z,53630
13823,7558530,106,201,#,W,SOUTH,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:23.000Z,53631
13824,71408641,902,101,#,E,JEFFERSON,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:23.000Z,53632
13825,7558530,100,2A,#,W,SOUTH,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:23.000Z,53633
13830,88109325,1317,B,#,E,MARKET,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53634
13831,7558530,108,B,#,W,SOUTH,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:23.000Z,53635
13832,8061972,210,12,#, ,MAURY,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53636
13833,8061972,210,13,#, ,MAURY,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53637
13837,7923894,2010,5,#, ,STADIUM,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53638
13838,529915995,315,A,#, ,10 1/2,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53639
13839,654517079,801,100A,#,W,MAIN,ST, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53640
13840,654517079,801,3,#,W,MAIN,ST, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53641
13841,654517079,801,206,#,W,MAIN,ST, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53642
13842,134596920,1000,207,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53643
13843,134596920,1000,208,#, ,LINDEN,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53644
13844,670321624,201,14,#,W,MAIN,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:23.000Z,53645
13845,1013120017,1518,104,#,E,MARKET,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53646
13846,1013120017,1518,201,#,E,MARKET,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53647
13859,129346358,2705,1/2,#, ,JEFFERSON PARK,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53648
13861,33517170,1924,11,#, ,SWANSON,DR, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53649
13862,37510245,979,1,#, ,SEMINOLE,TRL, ,22901, ,C,,,PFAUTZ,2016-11-28T17:23:27.000Z,53650
13863,33517170,1924,14,#, ,SWANSON,DR, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53651
13864,7558530,106,206,#,W,SOUTH,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:23.000Z,53652
13868,7909906,212,1,#, ,MAURY,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53655
13869,7923894,2010,14,#, ,STADIUM,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53656
13870,7923894,2010,15,#, ,STADIUM,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53657
13871,7943920,2006,7,#, ,STADIUM,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:23.000Z,53658
13897,7010228,250,100,#,W,MAIN,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:23.000Z,53669
13898,695822450,112,10,#,W,MAIN,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:23.000Z,53670
13905,359014194,1701,E2,#, ,ALLIED,ST, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:27.000Z,53674
13906,359014194,1701,A,#, ,ALLIED,ST, ,22903, ,C,,,PFAUTZ,2016-11-28T17:23:27.000Z,53675
13913,668917132,255,320,#,W,MAIN,ST, ,22902, ,C,,,PFAUTZ,2016-11-28T17:23:23.000Z,53681
13914,668917132,255,328,#,W,MAIN,ST, ,22902, ,C,,,PFAUTZ,2016-11-28T17:23:23.000Z,53682
13915,7010228,250,200,#,W,MAIN,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:23:23.000Z,53683
13207,99511072,1403,B,APT, ,HOLLY,RD, ,22901, ,R,,,,,13207
13393,98052345,2302,A,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,13393
13394,98052345,2302,B,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,13394
13398,308313659,104,B,APT, ,BARBOUR,DR, ,22903, ,R,,,,,13398
13411,114524523,102,A,APT, ,SUNSET,AVE, ,22903, ,R,,,,,13411
13412,114524523,102,B,APT, ,SUNSET,AVE, ,22903, ,R,,,,,13412
13700,768417160,210,35,UNIT, ,10TH,ST,NE,22902, ,R,,,,,13700
13722,94612055,740,2,APT,,1ST,ST,S,22902, ,R,,,,,13722
13007,102662965,1305,5,#, ,CARLTON,AVE, ,22902, ,C,,,PFAUTZ,2016-11-28T17:22:54.000Z,53392
13087,451015228,946,17,#, ,GRADY,AVE, ,22903, ,C,,,PFAUTZ,2016-11-28T17:22:55.000Z,53426
13088,451015228,946,26,#, ,GRADY,AVE, ,22903, ,C,,,PFAUTZ,2016-11-28T17:22:55.000Z,53427
13313,132611981,945,B,#, ,EMMET,ST,N,22903, ,C,,,PFAUTZ,2016-11-28T17:22:55.000Z,53465
13432,90211000,2000,200,#, ,HOLIDAY,DR, ,22901, ,C,,,PFAUTZ,2016-11-28T17:22:55.000Z,53501
13446,7797758,313,108,#, ,2ND,ST,SE,22902, ,C,,,PFAUTZ,2016-11-28T17:22:52.000Z,53507
13462,645279,310,201,#, ,4TH,ST,NE,22902, , ,,,PFAUTZ,2016-11-28T17:22:55.000Z,53516
13684,376114377,1609,4,#, ,GORDON,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:56.000Z,53575
13872,7943920,2006,8,#, ,STADIUM,RD, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53659
13874,7921851,336,B,#, ,7 1/2,ST,SW,22903, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53661
13877,81471368,411,B,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53662
13882,617216846,403,3,#, ,ALTAMONT,CIR, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53663
13883,617216846,403,1,#, ,ALTAMONT,CIR, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53664
13884,514815862,919,A,#, ,ANDERSON,ST, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53665
13885,359514284,1225,16,#, ,HARRIS,ST, ,22903, , ,,,PFAUTZ,2016-11-28T17:22:54.000Z,53666
13895,36510233,2210,B,#, ,SHELBY,DR, ,22901, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53667
13896,67738482,820,3,#,E,HIGH,ST, ,22902, , ,,,PFAUTZ,2016-11-28T17:22:54.000Z,53668
13899,1474317318,126,F,#, ,GARRETT,ST, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53671
13900,109343708,920,A,#, ,1ST,ST,S,22902, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53672
13901,412114813,601,A,#, ,11TH,ST,NW,22903, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53673
13907,87661485,107,A,#, ,NORTH BAKER,ST, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53676
13908,82431137,111,B,#, ,HARMON,ST, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53677
13916,975717279,829,1,#, ,BELMONT,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53684
13918,587916637,601,B,#, ,LEXINGTON,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53685
13919,975717279,829,2,#, ,BELMONT,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53686
13920,975717279,829,3,#, ,BELMONT,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53687
13921,1002017274,915,1,#, ,BELMONT,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53688
13922,93279500,1401,B,#, ,BURGESS,LN, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53689
13925,84169071,315,B,#, ,FAIRWAY,AVE, ,22902, ,R,,,PFAUTZ,2016-11-28T17:22:54.000Z,53690
13991,332913626,818,A,#, ,CABELL,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:56.000Z,53704
13992,332913626,818,B,#, ,CABELL,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:22:56.000Z,53705
13026,49210404,2111,36,APT, ,MICHIE,DR, ,22901, ,R,,,,,13026
13013,115584731,1023,A,APT, ,5TH,ST,SW,22903, ,R,,,,,13013
13040,526815934,722,201,STE, ,PRESTON,AVE, ,22903, ,C,,,emerickr,2015-05-17T20:48:12.000Z,13040
13317,108273654,2324,A,APT, ,CRESTMONT,AVE, ,22903, ,R,,,,,13317
13390,101992759,106,B,APT, ,OLINDA,DR, ,22903, ,R,,,,,13390
13413,76848821,1001,201,UNIT,E,MARKET,ST, ,22902, ,R,,,,,13413
13414,76848821,1001,202,UNIT,E,MARKET,ST, ,22902, ,R,,,,,13414
13215,73328700,1124,, , ,LITTLE HIGH,ST, ,22902, ,R,,,,,13215
13439,108914100,1500,24,LOT, ,CARLTON,AVE, ,22902, ,R,,,,,13439
13440,108914161,1500,25,LOT, ,CARLTON,AVE, ,22902, ,R,,,,,13440
13449,108913922,1500,43,LOT, ,CARLTON,AVE, ,22902, ,R,,,,,13449
13461,127376053,1600,33,LOT, ,6TH,ST,SE,22902, ,R,,,,,13461
13792,108873633,117,B,APT, ,HAMMOND,ST, ,22903, ,R,,,,,13792
13878,101842731,221,14,STE, ,CARLTON,RD, ,22902, ,R,,,,,13878
13879,101842731,221,15,STE, ,CARLTON,RD, ,22902, ,R,,,,,13879
13902,108873633,117,A,APT, ,HAMMOND,ST, ,22903, ,R,,,,,13902
13930,111353987,107,A,APT, ,HAMMOND,ST, ,22903, ,R,,,,,13930
13931,111353987,107,B,APT, ,HAMMOND,ST, ,22903, ,R,,,,,13931
13934,102742868,808,B,APT, ,MONTICELLO,AVE, ,22902, ,R,,,,,13934
13691,95563283,772,B,APT, ,PROSPECT,AVE, ,22903, ,R,,,,,13691
13829,613816832,432,1,APT, ,3RD,ST,NE,22902, ,R,,,,,13829
13858,129666323,2707,A,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,,,,,13858
13875,7602585,218,A,APT, ,5TH,ST,SW,22903, ,R,,,,,13875
13876,7602585,218,B,APT, ,5TH,ST,SW,22903, ,R,,,,,13876
13939,95563283,772,C,APT, ,PROSPECT,AVE, ,22903, ,R,,,,,13939
13063,83221232,116,J,#, ,CARROLLTON,TER, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53411
13066,47410373,1708,B,#, ,CEDAR HILL,RD, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53412
13067,47410373,1708,A,#, ,CEDAR HILL,RD, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53413
13068,74310727,2121,10,#, ,ANGUS,RD, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53414
13069,74310727,2121,14,#, ,ANGUS,RD, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:00.000Z,53415
13070,74310727,2121,15,#, ,ANGUS,RD, ,22901, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53416
13071,332913755,828,H,#, ,CABELL,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53417
13072,332913755,828,I,#, ,CABELL,AVE, ,22903, ,R,,,PFAUTZ,2016-11-28T17:23:01.000Z,53418
13927,559316365,511,305,UNIT,,1ST,ST,N ,22902, ,R,,,,,13927
13064,49210404,2111,29,APT, ,MICHIE,DR, ,22901, ,R,,,,,13064
13065,49210541,2111,50A,APT, ,MICHIE,DR, ,22901, ,R,,,,,13065
13237,30257493,1112,B,APT, ,RIVER,CT, ,22901, ,R,,,,,13237
13323,49210583,2111,64,APT, ,MICHIE,DR, ,22901, ,R,,,,,13323
